purchase_id,product_id,quantity,unit_price,purchase_date
19446,34,30,14.0,
19446,50,20,16.25,
19446,5,42,21.35,
19446,65,20,21.05,
19446,24,8,4.5,
19446,74,3,10.0,
19446,11,27,21.0,
19446,62,35,49.3,
19446,23,16,9.0,
19446,31,6,12.5,
19446,6,2,25.0,
19446,4,39,22.0,
19446,58,41,13.25,
19446,30,18,25.89,
19446,54,11,7.45,
19446,67,9,14.0,
19446,64,48,33.25,
19446,56,44,38.0,
19446,43,42,46.0,
19446,68,26,12.5,
19446,8,19,40.0,
19446,77,46,13.0,
19446,44,9,19.45,
19446,2,32,19.0,
19446,32,1,32.0,
19447,46,45,12.0,
19447,23,40,9.0,
19447,68,11,12.5,
19447,40,5,18.4,
19447,18,15,62.5,
19447,7,39,30.0,
19447,73,45,15.0,
19447,2,50,19.0,
19447,43,24,46.0,
19447,54,20,7.45,
19447,50,32,16.25,
19447,5,8,21.35,
19447,64,4,33.25,
19447,41,4,9.65,
19447,19,9,9.2,
19447,71,7,21.5,
19447,65,27,21.05,
19447,3,21,10.0,
19447,31,46,12.5,
19447,58,14,13.25,
19447,47,29,9.5,
19447,4,14,22.0,
19447,16,22,17.45,
19447,25,27,14.0,
19447,66,45,17.0,
19447,1,46,18.0,
19447,70,7,15.0,
19447,38,21,263.5,
19447,32,22,32.0,
19447,63,7,43.9,
19447,30,24,25.89,
19447,48,6,12.75,
19447,75,44,7.75,
19447,44,34,19.45,
19447,22,44,21.0,
19448,6,14,25.0,
19448,69,29,36.0,
19448,74,36,10.0,
19448,24,39,4.5,
19448,48,22,12.75,
19448,76,17,18.0,
19448,28,17,45.6,
19448,11,9,21.0,
19448,43,31,46.0,
19448,2,15,19.0,
19448,22,19,21.0,
19448,75,41,7.75,
19448,4,4,22.0,
19448,36,48,19.0,
19448,47,25,9.5,
19448,64,12,33.25,
19448,52,44,7.0,
19448,37,29,26.0,
19448,42,37,14.0,
19448,53,32,32.8,
19448,55,41,24.0,
19448,66,1,17.0,
19448,44,36,19.45,
19448,32,8,32.0,
19448,45,21,9.5,
19448,12,40,38.0,
19448,57,46,19.5,
19448,23,50,9.0,
19448,51,24,53.0,
19448,29,38,123.79,
19448,33,41,2.5,
19448,19,24,9.2,
19448,17,10,39.0,
19448,20,12,81.0,
19448,67,14,14.0,
19448,62,9,49.3,
19448,5,14,21.35,
19448,73,8,15.0,
19448,60,15,34.0,
19448,65,36,21.05,
19448,59,12,55.0,
19448,7,22,30.0,
19448,16,42,17.45,
19448,10,21,31.0,
19448,26,6,31.23,
19448,14,36,23.25,
19448,1,47,18.0,
19448,72,42,34.8,
19448,34,22,14.0,
19448,15,26,15.5,
19449,49,9,20.0,
19449,37,21,26.0,
19449,1,3,18.0,
19449,28,2,45.6,
19449,36,5,19.0,
19449,31,40,12.5,
19449,59,6,55.0,
19449,17,30,39.0,
19449,32,41,32.0,
19449,63,23,43.9,
19449,71,48,21.5,
19449,55,32,24.0,
19449,68,9,12.5,
19449,2,47,19.0,
19449,76,46,18.0,
19449,13,2,6.0,
19449,47,27,9.5,
19449,45,38,9.5,
19449,22,36,21.0,
19449,23,21,9.0,
19449,39,35,18.0,
19449,74,40,10.0,
19449,24,3,4.5,
19449,20,30,81.0,
19449,5,6,21.35,
19449,46,21,12.0,
19449,43,32,46.0,
19449,3,24,10.0,
19449,18,45,62.5,
19449,56,12,38.0,
19449,72,48,34.8,
19449,60,1,34.0,
19449,66,48,17.0,
19449,4,10,22.0,
19449,10,37,31.0,
19449,33,13,2.5,
19449,34,32,14.0,
19449,54,28,7.45,
19449,70,2,15.0,
19449,58,12,13.25,
19449,77,22,13.0,
19449,53,43,32.8,
19449,69,47,36.0,
19449,42,13,14.0,
19449,73,6,15.0,
19449,41,17,9.65,
19449,61,17,28.5,
19449,11,40,21.0,
19449,6,46,25.0,
19449,50,21,16.25,
19449,29,9,123.79,
19449,62,15,49.3,
19449,15,45,15.5,
19449,35,32,18.0,
19449,44,3,19.45,
19449,16,13,17.45,
19449,9,42,97.0,
19449,19,46,9.2,
19449,8,41,40.0,
19449,7,38,30.0,
19449,75,42,7.75,
19449,48,29,12.75,
19449,40,38,18.4,
19449,67,16,14.0,
19449,12,27,38.0,
19450,48,26,12.75,
19450,66,41,17.0,
19450,42,1,14.0,
19450,13,48,6.0,
19450,72,34,34.8,
19450,52,16,7.0,
19450,34,17,14.0,
19450,54,22,7.45,
19450,61,34,28.5,
19450,38,3,263.5,
19450,44,1,19.45,
19450,9,40,97.0,
19450,65,14,21.05,
19450,75,50,7.75,
19450,59,33,55.0,
19450,73,32,15.0,
19450,23,41,9.0,
19450,60,46,34.0,
19450,51,6,53.0,
19450,35,45,18.0,
19450,50,45,16.25,
19450,28,33,45.6,
19450,63,17,43.9,
19450,2,9,19.0,
19450,39,31,18.0,
19450,15,33,15.5,
19450,11,37,21.0,
19450,49,19,20.0,
19450,56,11,38.0,
19450,36,50,19.0,
19450,74,38,10.0,
19450,46,33,12.0,
19450,47,7,9.5,
19450,14,27,23.25,
19450,16,18,17.45,
19450,55,14,24.0,
19450,71,26,21.5,
19450,24,10,4.5,
19450,4,25,22.0,
19450,25,42,14.0,
19450,40,5,18.4,
19450,37,44,26.0,
19450,45,46,9.5,
19450,20,33,81.0,
19450,1,4,18.0,
19450,33,30,2.5,
19450,41,21,9.65,
19450,27,28,43.9,
19450,29,33,123.79,
19450,18,35,62.5,
19450,22,26,21.0,
19450,8,22,40.0,
19450,31,40,12.5,
19450,43,34,46.0,
19450,64,17,33.25,
19450,68,49,12.5,
19450,6,34,25.0,
19450,67,26,14.0,
19450,5,31,21.35,
19450,3,37,10.0,
19450,7,10,30.0,
19450,12,38,38.0,
19450,19,33,9.2,
19450,30,41,25.89,
19450,58,15,13.25,
19450,26,31,31.23,
19450,69,36,36.0,
19450,70,22,15.0,
19450,17,23,39.0,
19450,21,37,10.0,
19450,76,46,18.0,
19450,57,17,19.5,
19450,77,21,13.0,
19450,62,6,49.3,
19450,10,37,31.0,
19450,32,19,32.0,
19451,72,1,34.8,
19451,45,30,9.5,
19451,76,45,18.0,
19451,48,19,12.75,
19451,71,37,21.5,
19451,66,22,17.0,
19451,74,11,10.0,
19451,65,13,21.05,
19451,75,46,7.75,
19451,23,1,9.0,
19451,24,37,4.5,
19451,55,35,24.0,
19451,52,41,7.0,
19451,32,31,32.0,
19451,59,36,55.0,
19451,42,9,14.0,
19451,64,17,33.25,
19451,60,49,34.0,
19451,16,12,17.45,
19451,1,20,18.0,
19451,38,28,263.5,
19451,50,36,16.25,
19451,41,2,9.65,
19451,37,32,26.0,
19451,26,38,31.23,
19451,47,4,9.5,
19451,54,2,7.45,
19451,46,50,12.0,
19451,7,15,30.0,
19451,22,7,21.0,
19451,40,7,18.4,
19451,20,14,81.0,
19451,57,2,19.5,
19451,12,36,38.0,
19451,49,2,20.0,
19451,3,49,10.0,
19451,70,35,15.0,
19451,77,8,13.0,
19451,21,20,10.0,
19451,29,27,123.79,
19451,36,22,19.0,
19451,63,29,43.9,
19451,28,9,45.6,
19451,2,27,19.0,
19451,17,37,39.0,
19451,5,25,21.35,
19451,15,21,15.5,
19451,56,43,38.0,
19451,14,35,23.25,
19451,61,30,28.5,
19451,25,43,14.0,
19451,4,37,22.0,
19451,8,50,40.0,
19451,53,21,32.8,
19452,28,21,45.6,
19452,15,8,15.5,
19452,67,2,14.0,
19452,14,50,23.25,
19452,22,38,21.0,
19452,19,12,9.2,
19452,44,15,19.45,
19452,70,45,15.0,
19452,42,21,14.0,
19452,63,17,43.9,
19452,18,6,62.5,
19452,13,22,6.0,
19452,43,43,46.0,
19452,77,46,13.0,
19452,53,10,32.8,
19452,46,9,12.0,
19452,69,48,36.0,
19452,68,10,12.5,
19452,49,32,20.0,
19452,11,6,21.0,
19452,24,27,4.5,
19452,45,33,9.5,
19452,56,45,38.0,
19452,76,42,18.0,
19452,66,7,17.0,
19452,52,6,7.0,
19452,40,19,18.4,
19452,20,31,81.0,
19452,60,33,34.0,
19452,61,10,28.5,
19452,25,47,14.0,
19452,9,5,97.0,
19452,51,38,53.0,
19452,64,15,33.25,
19452,73,40,15.0,
19452,39,2,18.0,
19452,12,32,38.0,
19452,74,21,10.0,
19452,75,17,7.75,
19452,38,18,263.5,
19452,10,28,31.0,
19453,76,31,18.0,
19453,24,34,4.5,
19453,52,47,7.0,
19453,57,44,19.5,
19453,77,41,13.0,
19453,63,5,43.9,
19453,32,26,32.0,
19453,67,2,14.0,
19453,39,24,18.0,
19453,66,50,17.0,
19453,43,29,46.0,
19453,61,15,28.5,
19453,47,44,9.5,
19453,59,34,55.0,
19453,58,35,13.25,
19453,5,25,21.35,
19453,8,37,40.0,
19453,1,41,18.0,
19453,13,45,6.0,
19453,34,23,14.0,
19453,37,50,26.0,
19453,54,10,7.45,
19453,22,18,21.0,
19453,64,1,33.25,
19453,53,44,32.8,
19453,35,34,18.0,
19453,28,4,45.6,
19453,23,16,9.0,
19453,71,28,21.5,
19453,72,27,34.8,
19453,51,6,53.0,
19453,36,40,19.0,
19453,29,38,123.79,
19453,40,4,18.4,
19453,7,14,30.0,
19453,46,40,12.0,
19453,41,10,9.65,
19453,19,37,9.2,
19453,25,13,14.0,
19453,3,17,10.0,
19453,65,47,21.05,
19453,60,42,34.0,
19453,50,13,16.25,
19453,55,35,24.0,
19453,12,26,38.0,
19453,21,2,10.0,
19453,26,13,31.23,
19453,18,21,62.5,
19453,30,8,25.89,
19453,33,41,2.5,
19453,38,35,263.5,
19453,69,46,36.0,
19453,45,45,9.5,
19453,73,32,15.0,
19453,15,4,15.5,
19453,48,50,12.75,
19453,20,5,81.0,
19453,42,42,14.0,
19453,56,34,38.0,
19453,74,10,10.0,
19453,75,19,7.75,
19453,14,27,23.25,
19453,49,10,20.0,
19453,16,12,17.45,
19453,17,48,39.0,
19453,62,22,49.3,
19453,10,34,31.0,
19453,6,47,25.0,
19453,9,46,97.0,
19453,4,13,22.0,
19453,70,29,15.0,
19453,27,30,43.9,
19453,68,15,12.5,
19453,2,36,19.0,
19454,5,25,21.35,
19454,20,18,81.0,
19454,6,17,25.0,
19454,28,28,45.6,
19454,31,18,12.5,
19454,77,16,13.0,
19454,74,35,10.0,
19454,1,17,18.0,
19454,57,3,19.5,
19454,15,43,15.5,
19454,38,50,263.5,
19454,33,44,2.5,
19454,18,47,62.5,
19454,37,34,26.0,
19454,42,41,14.0,
19454,73,33,15.0,
19454,4,46,22.0,
19454,56,8,38.0,
19454,67,22,14.0,
19454,17,10,39.0,
19454,58,9,13.25,
19454,9,34,97.0,
19454,72,26,34.8,
19454,16,37,17.45,
19454,13,26,6.0,
19454,62,25,49.3,
19454,66,44,17.0,
19454,36,13,19.0,
19454,12,5,38.0,
19454,19,32,9.2,
19454,49,32,20.0,
19454,8,30,40.0,
19454,10,25,31.0,
19454,70,20,15.0,
19454,3,47,10.0,
19454,68,9,12.5,
19454,55,2,24.0,
19454,59,36,55.0,
19454,2,14,19.0,
19454,44,41,19.45,
19454,29,33,123.79,
19454,24,20,4.5,
19454,61,2,28.5,
19454,39,14,18.0,
19454,27,18,43.9,
19454,23,27,9.0,
19454,14,44,23.25,
19454,69,6,36.0,
19454,47,14,9.5,
19454,34,40,14.0,
19454,71,36,21.5,
19454,64,6,33.25,
19454,54,28,7.45,
19454,40,37,18.4,
19454,26,18,31.23,
19454,76,36,18.0,
19454,53,7,32.8,
19454,30,9,25.89,
19454,48,1,12.75,
19454,41,50,9.65,
19454,50,32,16.25,
19454,22,29,21.0,
19455,44,34,19.45,
19455,54,44,7.45,
19455,46,14,12.0,
19455,23,15,9.0,
19455,15,5,15.5,
19455,45,50,9.5,
19455,38,6,263.5,
19455,74,19,10.0,
19455,21,8,10.0,
19455,50,4,16.25,
19455,71,19,21.5,
19455,19,28,9.2,
19455,39,2,18.0,
19455,4,32,22.0,
19455,64,37,33.25,
19455,40,9,18.4,
19455,66,27,17.0,
19455,68,30,12.5,
19455,60,3,34.0,
19455,12,1,38.0,
19455,42,43,14.0,
19455,35,34,18.0,
19455,63,41,43.9,
19455,3,41,10.0,
19455,72,8,34.8,
19455,7,11,30.0,
19455,14,7,23.25,
19455,32,23,32.0,
19455,75,2,7.75,
19455,10,6,31.0,
19455,43,21,46.0,
19455,69,47,36.0,
19455,51,16,53.0,
19455,56,20,38.0,
19455,58,31,13.25,
19455,31,47,12.5,
19455,48,5,12.75,
19455,55,5,24.0,
19455,57,49,19.5,
19455,70,36,15.0,
19455,76,36,18.0,
19455,13,40,6.0,
19455,18,46,62.5,
19455,47,27,9.5,
19455,36,32,19.0,
19455,5,36,21.35,
19455,24,30,4.5,
19455,52,43,7.0,
19455,61,46,28.5,
19455,33,34,2.5,
19455,22,11,21.0,
19455,77,48,13.0,
19455,65,1,21.05,
19455,41,20,9.65,
19455,73,25,15.0,
19455,29,30,123.79,
19455,25,7,14.0,
19455,49,35,20.0,
19455,53,1,32.8,
19455,62,26,49.3,
19455,20,22,81.0,
19455,67,28,14.0,
19455,30,21,25.89,
19455,26,26,31.23,
19455,8,5,40.0,
19455,37,32,26.0,
19455,28,47,45.6,
19455,2,46,19.0,
19455,27,46,43.9,
19456,57,44,19.5,
19456,62,22,49.3,
19456,49,22,20.0,
19456,14,15,23.25,
19456,32,4,32.0,
19456,33,3,2.5,
19456,41,19,9.65,
19456,50,23,16.25,
19456,4,17,22.0,
19456,25,17,14.0,
19456,56,30,38.0,
19456,6,42,25.0,
19456,22,11,21.0,
19456,63,10,43.9,
19456,72,23,34.8,
19456,69,40,36.0,
19456,58,23,13.25,
19456,2,46,19.0,
19456,70,9,15.0,
19456,9,34,97.0,
19456,24,27,4.5,
19456,23,10,9.0,
19456,53,47,32.8,
19456,26,36,31.23,
19456,15,33,15.5,
19456,73,48,15.0,
19456,29,46,123.79,
19456,64,3,33.25,
19456,61,42,28.5,
19456,13,48,6.0,
19456,12,18,38.0,
19456,17,2,39.0,
19456,18,18,62.5,
19456,74,6,10.0,
19456,42,37,14.0,
19456,37,2,26.0,
19456,59,2,55.0,
19456,36,36,19.0,
19456,48,17,12.75,
19456,67,25,14.0,
19456,44,44,19.45,
19457,48,12,12.75,
19457,29,27,123.79,
19457,43,14,46.0,
19457,53,5,32.8,
19457,76,30,18.0,
19457,63,29,43.9,
19457,25,48,14.0,
19457,27,20,43.9,
19457,61,11,28.5,
19457,28,13,45.6,
19457,49,33,20.0,
19457,7,45,30.0,
19457,44,44,19.45,
19457,55,12,24.0,
19457,33,21,2.5,
19457,18,34,62.5,
19457,62,44,49.3,
19457,46,23,12.0,
19457,41,36,9.65,
19457,68,27,12.5,
19457,35,3,18.0,
19457,39,25,18.0,
19457,8,18,40.0,
19457,3,42,10.0,
19457,31,2,12.5,
19457,64,5,33.25,
19457,56,13,38.0,
19457,70,28,15.0,
19458,7,22,30.0,
19458,1,14,18.0,
19458,13,4,6.0,
19458,38,50,263.5,
19458,35,43,18.0,
19458,49,3,20.0,
19458,75,33,7.75,
19458,4,17,22.0,
19458,5,11,21.35,
19458,72,17,34.8,
19458,19,5,9.2,
19458,44,42,19.45,
19458,36,20,19.0,
19458,61,22,28.5,
19458,70,24,15.0,
19458,22,9,21.0,
19458,69,2,36.0,
19458,54,6,7.45,
19458,15,32,15.5,
19458,74,45,10.0,
19458,31,25,12.5,
19458,51,41,53.0,
19458,25,30,14.0,
19458,18,22,62.5,
19458,2,50,19.0,
19459,67,35,14.0,
19459,63,6,43.9,
19459,18,18,62.5,
19459,5,4,21.35,
19459,73,10,15.0,
19459,11,28,21.0,
19459,55,43,24.0,
19459,46,26,12.0,
19459,45,22,9.5,
19459,6,38,25.0,
19459,65,22,21.05,
19459,1,50,18.0,
19459,2,44,19.0,
19459,57,22,19.5,
19459,40,35,18.4,
19459,56,34,38.0,
19459,71,43,21.5,
19459,21,44,10.0,
19459,49,22,20.0,
19459,13,1,6.0,
19460,13,41,6.0,
19460,75,8,7.75,
19460,55,15,24.0,
19460,24,37,4.5,
19460,10,22,31.0,
19460,29,42,123.79,
19460,51,11,53.0,
19460,15,50,15.5,
19460,34,34,14.0,
19460,28,12,45.6,
19460,30,20,25.89,
19460,18,50,62.5,
19460,71,45,21.5,
19460,49,7,20.0,
19460,60,11,34.0,
19460,36,27,19.0,
19460,38,41,263.5,
19460,8,11,40.0,
19461,58,15,13.25,
19461,73,22,15.0,
19461,14,18,23.25,
19461,63,15,43.9,
19461,35,9,18.0,
19461,26,15,31.23,
19461,54,38,7.45,
19461,69,29,36.0,
19461,70,43,15.0,
19461,53,9,32.8,
19461,11,31,21.0,
19461,76,48,18.0,
19461,55,14,24.0,
19461,77,26,13.0,
19461,41,20,9.65,
19461,25,50,14.0,
19461,32,6,32.0,
19461,4,7,22.0,
19461,48,26,12.75,
19461,40,18,18.4,
19461,57,49,19.5,
19461,28,25,45.6,
19461,36,20,19.0,
19461,6,47,25.0,
19461,23,28,9.0,
19461,10,22,31.0,
19461,42,17,14.0,
19461,16,45,17.45,
19461,31,22,12.5,
19461,75,9,7.75,
19461,51,31,53.0,
19461,24,36,4.5,
19461,22,13,21.0,
19461,61,13,28.5,
19461,72,6,34.8,
19461,12,40,38.0,
19461,5,5,21.35,
19461,44,4,19.45,
19461,52,41,7.0,
19461,64,24,33.25,
19461,34,36,14.0,
19461,15,21,15.5,
19461,9,33,97.0,
19461,13,50,6.0,
19461,19,47,9.2,
19461,3,2,10.0,
19461,43,17,46.0,
19461,66,5,17.0,
19461,8,37,40.0,
19461,46,35,12.0,
19461,56,39,38.0,
19461,30,3,25.89,
19461,37,15,26.0,
19461,49,7,20.0,
19461,1,12,18.0,
19461,33,30,2.5,
19461,62,17,49.3,
19461,59,2,55.0,
19461,2,48,19.0,
19461,47,6,9.5,
19461,7,37,30.0,
19461,20,13,81.0,
19461,74,50,10.0,
19461,18,32,62.5,
19461,38,44,263.5,
19461,45,25,9.5,
19461,21,48,10.0,
19461,60,16,34.0,
19461,29,47,123.79,
19461,17,18,39.0,
19461,68,16,12.5,
19461,27,43,43.9,
19461,67,21,14.0,
19461,71,25,21.5,
19461,39,33,18.0,
19461,50,21,16.25,
19462,7,18,30.0,
19462,48,18,12.75,
19462,62,29,49.3,
19462,19,10,9.2,
19462,3,22,10.0,
19462,25,6,14.0,
19462,42,5,14.0,
19462,39,9,18.0,
19462,34,26,14.0,
19462,32,19,32.0,
19462,1,36,18.0,
19462,64,46,33.25,
19462,56,24,38.0,
19462,53,29,32.8,
19462,51,8,53.0,
19462,38,7,263.5,
19462,60,37,34.0,
19462,66,42,17.0,
19462,31,16,12.5,
19462,40,6,18.4,
19462,76,6,18.0,
19462,73,38,15.0,
19462,8,22,40.0,
19462,63,5,43.9,
19462,44,49,19.45,
19462,57,23,19.5,
19462,37,24,26.0,
19462,14,16,23.25,
19462,10,16,31.0,
19462,55,44,24.0,
19462,33,14,2.5,
19462,45,11,9.5,
19462,35,25,18.0,
19462,11,39,21.0,
19462,61,16,28.5,
19462,74,50,10.0,
19462,18,36,62.5,
19462,49,36,20.0,
19462,5,8,21.35,
19462,58,18,13.25,
19462,26,20,31.23,
19462,46,5,12.0,
19462,54,45,7.45,
19462,36,23,19.0,
19462,70,27,15.0,
19462,28,23,45.6,
19462,27,34,43.9,
19462,75,48,7.75,
19462,71,33,21.5,
19462,50,35,16.25,
19462,30,37,25.89,
19462,24,49,4.5,
19462,2,19,19.0,
19462,52,10,7.0,
19462,65,1,21.05,
19462,41,16,9.65,
19462,23,34,9.0,
19462,6,10,25.0,
19463,52,22,7.0,
19463,8,47,40.0,
19463,43,39,46.0,
19463,56,16,38.0,
19463,64,41,33.25,
19463,4,36,22.0,
19463,16,14,17.45,
19463,22,13,21.0,
19463,71,40,21.5,
19463,3,43,10.0,
19463,57,19,19.5,
19463,34,2,14.0,
19463,13,36,6.0,
19463,53,6,32.8,
19463,17,21,39.0,
19463,54,29,7.45,
19463,61,20,28.5,
19463,15,45,15.5,
19463,32,42,32.0,
19463,9,3,97.0,
19463,48,20,12.75,
19463,63,28,43.9,
19463,6,22,25.0,
19463,10,28,31.0,
19463,44,3,19.45,
19463,62,30,49.3,
19463,55,33,24.0,
19463,36,17,19.0,
19463,39,46,18.0,
19463,50,39,16.25,
19463,69,18,36.0,
19463,33,33,2.5,
19463,40,10,18.4,
19463,5,44,21.35,
19463,67,32,14.0,
19463,70,32,15.0,
19463,2,39,19.0,
19463,59,40,55.0,
19463,21,18,10.0,
19463,35,28,18.0,
19463,77,50,13.0,
19463,58,11,13.25,
19463,45,24,9.5,
19463,66,15,17.0,
19463,60,27,34.0,
19463,31,23,12.5,
19463,18,37,62.5,
19463,29,37,123.79,
19463,14,44,23.25,
19463,38,37,263.5,
19463,37,2,26.0,
19463,19,18,9.2,
19463,42,45,14.0,
19463,7,32,30.0,
19463,11,13,21.0,
19463,46,27,12.0,
19463,27,1,43.9,
19463,26,33,31.23,
19463,51,8,53.0,
19463,68,39,12.5,
19463,75,29,7.75,
19463,1,17,18.0,
19463,76,48,18.0,
19463,23,13,9.0,
19463,30,5,25.89,
19463,47,36,9.5,
19463,65,23,21.05,
19463,74,18,10.0,
19463,25,29,14.0,
19463,41,16,9.65,
19463,12,31,38.0,
19463,28,38,45.6,
19463,24,38,4.5,
19463,20,8,81.0,
19463,49,30,20.0,
19463,73,44,15.0,
19464,36,37,19.0,
19464,13,13,6.0,
19464,70,21,15.0,
19464,45,50,9.5,
19464,64,10,33.25,
19464,21,28,10.0,
19464,37,40,26.0,
19464,56,4,38.0,
19464,3,1,10.0,
19464,51,43,53.0,
19464,68,5,12.5,
19464,65,18,21.05,
19464,48,18,12.75,
19464,72,18,34.8,
19464,9,8,97.0,
19464,16,40,17.45,
19464,73,41,15.0,
19464,20,43,81.0,
19464,18,45,62.5,
19464,24,2,4.5,
19464,38,43,263.5,
19464,46,28,12.0,
19464,4,12,22.0,
19464,8,23,40.0,
19464,5,19,21.35,
19464,2,19,19.0,
19464,6,19,25.0,
19464,75,4,7.75,
19464,44,9,19.45,
19464,50,8,16.25,
19464,7,20,30.0,
19464,43,8,46.0,
19464,42,4,14.0,
19464,52,8,7.0,
19464,26,8,31.23,
19464,62,12,49.3,
19464,11,9,21.0,
19464,28,6,45.6,
19464,10,4,31.0,
19464,74,28,10.0,
19464,12,20,38.0,
19464,1,18,18.0,
19464,69,9,36.0,
19464,63,11,43.9,
19464,23,10,9.0,
19464,57,21,19.5,
19464,58,36,13.25,
19464,59,42,55.0,
19464,71,37,21.5,
19464,29,34,123.79,
19464,33,11,2.5,
19464,17,25,39.0,
19464,31,29,12.5,
19464,34,49,14.0,
19464,19,46,9.2,
19464,25,44,14.0,
19464,67,46,14.0,
19464,22,25,21.0,
19464,47,46,9.5,
19464,66,18,17.0,
19464,60,7,34.0,
19464,39,33,18.0,
19464,41,34,9.65,
19464,49,28,20.0,
19464,27,43,43.9,
19464,15,14,15.5,
19464,55,3,24.0,
19464,53,9,32.8,
19464,14,46,23.25,
19464,61,30,28.5,
19464,54,6,7.45,
19464,77,47,13.0,
19464,76,38,18.0,
19464,30,36,25.89,
19465,51,21,53.0,
19465,70,14,15.0,
19465,58,30,13.25,
19465,33,49,2.5,
19465,50,17,16.25,
19465,17,25,39.0,
19465,42,20,14.0,
19465,14,20,23.25,
19465,47,21,9.5,
19465,10,29,31.0,
19465,38,27,263.5,
19465,52,10,7.0,
19465,30,34,25.89,
19465,21,47,10.0,
19465,69,50,36.0,
19465,32,47,32.0,
19465,45,2,9.5,
19465,56,5,38.0,
19465,54,49,7.45,
19465,55,32,24.0,
19465,66,11,17.0,
19465,1,23,18.0,
19465,75,45,7.75,
19465,7,43,30.0,
19465,60,15,34.0,
19465,34,13,14.0,
19465,67,49,14.0,
19465,48,15,12.75,
19465,37,47,26.0,
19465,23,15,9.0,
19465,63,28,43.9,
19465,43,33,46.0,
19465,77,48,13.0,
19465,64,28,33.25,
19465,36,41,19.0,
19465,2,28,19.0,
19465,49,21,20.0,
19465,61,35,28.5,
19465,19,9,9.2,
19465,24,6,4.5,
19465,18,5,62.5,
19465,62,24,49.3,
19465,11,15,21.0,
19465,28,41,45.6,
19465,57,18,19.5,
19465,31,2,12.5,
19465,13,5,6.0,
19465,65,7,21.05,
19465,40,19,18.4,
19465,71,19,21.5,
19465,73,18,15.0,
19465,76,5,18.0,
19465,9,5,97.0,
19465,44,18,19.45,
19465,6,5,25.0,
19465,29,42,123.79,
19465,12,4,38.0,
19465,25,21,14.0,
19466,63,33,43.9,
19466,39,1,18.0,
19466,58,27,13.25,
19466,20,40,81.0,
19466,28,6,45.6,
19466,33,46,2.5,
19466,57,50,19.5,
19466,31,49,12.5,
19466,59,45,55.0,
19467,57,18,19.5,
19467,3,41,10.0,
19467,7,9,30.0,
19467,31,45,12.5,
19467,38,34,263.5,
19467,10,25,31.0,
19467,35,33,18.0,
19467,40,13,18.4,
19467,68,9,12.5,
19467,29,40,123.79,
19467,70,10,15.0,
19467,22,27,21.0,
19467,23,41,9.0,
19467,59,49,55.0,
19467,24,38,4.5,
19467,39,21,18.0,
19467,74,33,10.0,
19467,11,49,21.0,
19467,25,27,14.0,
19467,71,42,21.5,
19467,12,48,38.0,
19467,77,15,13.0,
19467,64,21,33.25,
19467,21,47,10.0,
19467,54,34,7.45,
19467,56,14,38.0,
19467,47,41,9.5,
19467,55,49,24.0,
19467,58,12,13.25,
19467,73,49,15.0,
19467,52,1,7.0,
19467,42,5,14.0,
19467,16,8,17.45,
19467,9,16,97.0,
19467,34,46,14.0,
19467,30,12,25.89,
19467,53,25,32.8,
19467,76,48,18.0,
19467,14,18,23.25,
19467,13,10,6.0,
19467,61,20,28.5,
19467,46,32,12.0,
19467,28,13,45.6,
19467,75,35,7.75,
19467,62,47,49.3,
19468,20,27,81.0,
19468,30,14,25.89,
19468,52,43,7.0,
19468,15,49,15.5,
19468,39,6,18.0,
19468,53,19,32.8,
19468,4,42,22.0,
19468,22,39,21.0,
19468,75,12,7.75,
19468,19,20,9.2,
19468,13,28,6.0,
19468,23,18,9.0,
19468,27,1,43.9,
19468,37,27,26.0,
19468,68,16,12.5,
19468,31,27,12.5,
19468,43,6,46.0,
19468,72,40,34.8,
19468,49,18,20.0,
19468,36,41,19.0,
19468,6,46,25.0,
19468,59,11,55.0,
19468,58,25,13.25,
19468,18,11,62.5,
19468,40,44,18.4,
19468,56,31,38.0,
19468,69,13,36.0,
19468,42,11,14.0,
19468,25,31,14.0,
19468,50,43,16.25,
19468,17,5,39.0,
19468,61,25,28.5,
19468,51,27,53.0,
19468,66,33,17.0,
19468,33,43,2.5,
19468,45,18,9.5,
19468,74,45,10.0,
19468,63,17,43.9,
19468,8,48,40.0,
19468,65,15,21.05,
19468,47,17,9.5,
19468,60,21,34.0,
19468,48,3,12.75,
19468,55,38,24.0,
19468,38,45,263.5,
19468,76,39,18.0,
19468,41,42,9.65,
19468,14,34,23.25,
19468,35,7,18.0,
19468,3,34,10.0,
19468,34,41,14.0,
19468,70,32,15.0,
19468,29,25,123.79,
19468,21,19,10.0,
19469,56,7,38.0,
19469,66,48,17.0,
19469,76,7,18.0,
19469,55,44,24.0,
19469,20,42,81.0,
19469,25,36,14.0,
19469,1,10,18.0,
19469,28,26,45.6,
19469,19,28,9.2,
19469,64,28,33.25,
19469,47,20,9.5,
19469,2,24,19.0,
19469,63,10,43.9,
19469,58,16,13.25,
19469,10,32,31.0,
19469,12,15,38.0,
19469,13,50,6.0,
19469,27,18,43.9,
19469,38,26,263.5,
19469,9,33,97.0,
19469,35,4,18.0,
19469,57,16,19.5,
19469,30,7,25.89,
19469,50,4,16.25,
19469,53,35,32.8,
19469,42,4,14.0,
19469,48,38,12.75,
19469,71,47,21.5,
19469,72,9,34.8,
19469,49,11,20.0,
19469,74,40,10.0,
