production_id,machine_id,operation_type,quantity_produced,processing_time_min,energy_consumption_kwh,energy_intensity,machine_availability_percent,production_date,optimization_category
J896,M04,Grinding,1.24,109,2.05,1.6532258064516128,97,2023-03-24,High Efficiency
J897,M05,Grinding,2.04,60,9.29,4.553921568627451,99,2023-03-24,Low Efficiency
J899,M03,Lathe,1.47,75,14.44,9.82312925170068,80,2023-03-24,Moderate Efficiency
J900,M03,Lathe,2.77,59,6.61,2.3862815884476536,93,2023-03-24,High Efficiency
J902,M03,Lathe,2.44,103,13.56,5.557377049180328,95,2023-03-24,Moderate Efficiency
J903,M03,Grinding,4.04,95,14.48,3.5841584158415842,97,2023-03-24,Low Efficiency
J905,M03,Lathe,2.79,48,7.14,2.5591397849462365,91,2023-03-24,High Efficiency
J908,M02,Milling,3.41,106,14.25,4.178885630498534,85,2023-03-24,Moderate Efficiency
J909,M04,Additive,4.29,116,13.6,3.17016317016317,87,2023-03-24,Moderate Efficiency
J910,M02,Additive,4.83,38,12.13,2.5113871635610767,85,2023-03-24,Low Efficiency
J911,M03,Grinding,2.55,112,4.12,1.6156862745098042,87,2023-03-24,Low Efficiency
J913,M05,Additive,2.37,31,12.76,5.383966244725738,91,2023-03-24,Low Efficiency
J914,M03,Lathe,1.17,72,9.64,8.23931623931624,92,2023-03-24,Low Efficiency
J916,M01,Drilling,4.75,31,8.94,1.8821052631578947,98,2023-03-24,Moderate Efficiency
J917,M04,Grinding,2.11,40,6.24,2.9573459715639814,92,2023-03-24,Low Efficiency
J919,M05,Grinding,1.71,48,11.56,6.760233918128655,83,2023-03-24,Moderate Efficiency
J920,M04,Additive,4.26,43,9.59,2.251173708920188,81,2023-03-24,Moderate Efficiency
J921,M01,Grinding,2.73,90,7.46,2.7326007326007327,85,2023-03-24,High Efficiency
J922,M02,Drilling,1.62,46,4.17,2.574074074074074,97,2023-03-24,High Efficiency
J923,M02,Milling,4.85,91,14.43,2.975257731958763,80,2023-03-24,Low Efficiency
J925,M02,Additive,3.4,30,5.58,1.6411764705882355,86,2023-03-24,Low Efficiency
J926,M05,Grinding,3.91,115,4.62,1.1815856777493605,95,2023-03-24,Low Efficiency
J927,M01,Drilling,1.4,60,6.27,4.478571428571429,90,2023-03-24,High Efficiency
J928,M02,Additive,4.46,100,7.59,1.701793721973094,88,2023-03-24,Low Efficiency
J930,M03,Lathe,3.12,101,9.44,3.0256410256410255,85,2023-03-24,Low Efficiency
J931,M03,Lathe,1.12,55,5.05,4.508928571428571,91,2023-03-24,Low Efficiency
J933,M02,Lathe,4.01,49,4.23,1.0548628428927682,96,2023-03-24,Low Efficiency
J934,M05,Drilling,1.12,88,11.95,10.669642857142856,98,2023-03-24,Low Efficiency
J935,M02,Drilling,3.28,81,5.14,1.5670731707317074,99,2023-03-24,High Efficiency
J936,M05,Drilling,2.67,22,13.15,4.925093632958802,83,2023-03-24,Moderate Efficiency
J937,M02,Drilling,4.28,103,14.71,3.4369158878504673,88,2023-03-24,Low Efficiency
J938,M02,Drilling,1.97,47,9.72,4.934010152284264,99,2023-03-24,Moderate Efficiency
J940,M01,Milling,2.31,87,5.9,2.554112554112554,95,2023-03-24,High Efficiency
J941,M02,Lathe,2.88,105,14.3,4.965277777777779,83,2023-03-24,Moderate Efficiency
J942,M04,Additive,4.73,20,4.97,1.0507399577167018,90,2023-03-24,High Efficiency
J946,M01,Lathe,1.94,45,2.43,1.252577319587629,90,2023-03-24,Low Efficiency
J947,M02,Drilling,2.99,88,8.42,2.8160535117056855,82,2023-03-24,Low Efficiency
J948,M02,Milling,1.29,100,7.13,5.5271317829457365,82,2023-03-24,High Efficiency
J949,M03,Drilling,3.01,57,14.36,4.770764119601329,93,2023-03-24,Moderate Efficiency
J950,M04,Drilling,4.7,92,4.0,0.851063829787234,89,2023-03-24,High Efficiency
J951,M05,Drilling,2.42,81,4.52,1.867768595041322,80,2023-03-24,High Efficiency
J952,M02,Lathe,1.69,24,10.01,5.923076923076923,83,2023-03-24,Moderate Efficiency
J953,M03,Lathe,2.85,103,7.28,2.5543859649122806,97,2023-03-24,High Efficiency
J954,M01,Grinding,4.54,39,3.74,0.8237885462555067,91,2023-03-24,Low Efficiency
J956,M01,Lathe,2.71,51,7.12,2.6273062730627306,90,2023-03-24,High Efficiency
J958,M05,Grinding,3.02,44,2.83,0.9370860927152318,98,2023-03-24,Low Efficiency
J959,M04,Additive,4.28,84,14.44,3.373831775700934,88,2023-03-24,Moderate Efficiency
J960,M04,Additive,2.17,88,3.03,1.3963133640552996,80,2023-03-24,Low Efficiency
J961,M04,Milling,4.15,93,2.24,0.5397590361445783,97,2023-03-25,High Efficiency
J962,M01,Grinding,4.64,67,10.74,2.314655172413793,96,2023-03-25,Moderate Efficiency
J963,M04,Additive,3.83,101,11.33,2.9582245430809397,80,2023-03-25,Low Efficiency
J964,M03,Additive,4.86,66,8.07,1.6604938271604939,93,2023-03-25,Moderate Efficiency
J965,M02,Drilling,2.38,43,12.77,5.365546218487395,97,2023-03-25,Moderate Efficiency
J966,M02,Lathe,1.49,114,10.41,6.9865771812080535,84,2023-03-25,Low Efficiency
J967,M05,Additive,4.38,64,8.79,2.006849315068493,98,2023-03-25,Low Efficiency
J968,M03,Milling,3.55,32,13.1,3.6901408450704225,89,2023-03-25,Moderate Efficiency
J970,M04,Grinding,2.78,75,4.4,1.5827338129496404,82,2023-03-25,Low Efficiency
J971,M02,Drilling,1.88,119,4.69,2.4946808510638303,83,2023-03-25,Low Efficiency
J972,M03,Drilling,4.67,59,10.72,2.2955032119914347,80,2023-03-25,Moderate Efficiency
J973,M02,Milling,4.43,61,11.68,2.6365688487584653,89,2023-03-25,Low Efficiency
J975,M03,Lathe,1.35,93,10.22,7.57037037037037,94,2023-03-25,Low Efficiency
J981,M02,Drilling,1.89,80,14.98,7.9259259259259265,91,2023-03-25,Low Efficiency
J982,M01,Additive,1.29,27,13.25,10.271317829457365,96,2023-03-25,Low Efficiency
J986,M05,Additive,3.47,60,3.53,1.0172910662824206,93,2023-03-25,High Efficiency
J987,M02,Lathe,1.9,120,10.87,5.721052631578948,97,2023-03-25,Low Efficiency
J988,M04,Milling,3.38,104,8.83,2.6124260355029585,82,2023-03-25,Low Efficiency
J989,M03,Milling,3.77,89,5.67,1.5039787798408488,98,2023-03-25,Low Efficiency
J990,M03,Milling,1.62,87,12.82,7.91358024691358,86,2023-03-25,Low Efficiency
J991,M02,Milling,3.05,36,6.33,2.0754098360655737,99,2023-03-25,Low Efficiency
J992,M01,Grinding,4.27,83,6.7,1.5690866510538644,96,2023-03-25,High Efficiency
J994,M05,Milling,3.35,94,9.39,2.8029850746268656,89,2023-03-25,Low Efficiency
J998,M03,Lathe,1.31,102,14.1,10.763358778625953,83,2023-03-25,Moderate Efficiency
J999,M02,Lathe,2.4,75,9.08,3.7833333333333337,83,2023-03-25,Moderate Efficiency
J1000,M05,Additive,1.32,111,3.88,2.939393939393939,91,2023-03-25,Low Efficiency
